80820,420022,85153,424254,-4333
179458,488570,182050,491094,-2592
806390,391798,808864,394216,-2474
815411,403676,817604,405842,-2193
809826,397312,811936,399428,-2110
812650,400303,814755,402404,-2105
102278,130952,104235,132825,-1957
78964,414536,80865,416373,-1901
819246,405819,821052,407592,-1806
222022,342602,223486,344021,-1464
50012,10402,51453,11772,-1441
78988,417488,80338,418737,-1350
363283,27659,364239,28577,-956
131367,200291,132272,201161,-905
86251,424877,87087,425647,-836
18827,355177,19645,355987,-818
132219,604728,132994,605519,-775
805505,389709,806249,390410,-744
133162,608443,133893,609152,-731
138248,612028,138889,612600,-641
818645,396649,819276,397296,-631
811860,399670,812485,400283,-625
817704,395160,818274,395685,-570
809193,394573,809723,395105,-530
814821,402369,815341,402882,-520
20000,356302,20500,356811,-500
821000,407989,821471,408438,-471
90598,467239,91006,467633,-408
818294,396004,818666,396388,-372
767647,16857,767990,17186,-343
45218,188248,45541,188545,-323
127349,82166,127649,82591,-300
90270,466942,90568,467214,-298
135873,609681,136154,609984,-281
137648,611429,137918,611695,-270
65618,154569,65878,154818,-260
135553,609400,135810,609661,-257
46299,187185,46543,187406,-244
44912,187916,45154,188151,-242
513237,226957,513465,227174,-228
46884,186935,47107,187170,-223
46884,187578,47106,187812,-222
43218,184882,43440,185088,-222
22373,17203,22592,17420,-219
87487,424873,87699,425061,-212
136523,610356,136733,610552,-210
125912,80796,126119,80982,-207
127083,81597,127282,81799,-199
118912,231367,119105,231523,-193
45577,188547,45768,188777,-191
129799,604265,129987,604432,-188
122954,222053,123136,222220,-182
806213,390565,806395,390737,-182
277033,412462,277212,412640,-179
424223,390036,424398,390207,-175
134909,346256,135082,346443,-173
45909,186757,46082,186946,-173
258967,705581,259139,705748,-172
118096,231075,118268,231261,-172
104612,131560,104784,131718,-172
768563,17921,768733,18079,-170
64460,535008,64627,535180,-167
208272,545583,208438,545736,-166
88547,426668,88710,426822,-163
18158,8196,18320,8356,-162
114602,192653,114760,192794,-158
17869,7822,18026,7975,-157
45643,188267,45799,188423,-156
129799,602966,129953,603123,-154
768307,17649,768461,17804,-154
18025,355024,18171,355158,-146
768836,18198,768980,18326,-144
159059,409587,159196,409723,-137
803675,609379,803812,609518,-137
159061,616510,159196,616635,-135
104432,132845,104567,132978,-135
125709,80707,125843,80836,-134
175421,85224,175554,85350,-133
760710,85223,760843,85350,-133
64808,283996,64940,284121,-132
53200,11028,53329,11158,-129
51,38,179,165,-128
44242,296545,44370,296659,-128
45916,184404,46043,184531,-127
15583,604773,15710,604908,-127
45916,607578,46043,607699,-127
772527,381036,772654,381155,-127
136970,610784,137097,610909,-127
65442,154448,65568,154570,-126
137459,611239,137585,611372,-126
10737,618974,10862,619090,-125
1760,683473,1880,683596,-120
1760,682286,1880,682408,-120
113567,189087,113681,189190,-114
46124,187598,46238,187708,-114
46124,186955,46238,187065,-114
45417,184790,45530,184899,-113
364388,28598,364500,28703,-112
113726,189426,113837,189535,-111
214301,684394,214411,684500,-110
214301,682310,214411,682416,-110
214301,685135,214411,685241,-110
126176,81169,126284,81267,-108
220679,688361,220787,688463,-108
23356,17817,23464,17915,-108
45422,187358,45530,187465,-108
214286,555509,214393,555611,-107
272575,191731,272682,191847,-107
272580,683497,272687,683597,-107
768059,17261,768164,17363,-105
39503,187451,39608,187555,-105
39503,187144,39608,187248,-105
136371,610196,136475,610298,-104
389,615268,492,615366,-103
1777,685135,1880,685233,-103
377309,296632,377412,296726,-103
1777,684394,1880,684492,-103
166494,120556,166596,120660,-102
17751,15309,17853,15406,-102
140407,119942,140508,120037,-101
147056,119934,147157,120037,-101
137938,611698,138039,611798,-101
52495,11040,52596,11139,-101
76721,423317,76822,423408,-101
179594,492318,179695,492416,-101
211341,44573,211441,44678,-100
760760,360185,760860,360282,-100
217681,37352,217781,37452,-100
97961,615265,98061,615362,-100
80682,418760,80781,418866,-99
45677,185266,45776,185370,-99
32248,618020,32347,618117,-99
214294,44564,214393,44663,-99
272571,91626,272670,91724,-99
205538,427892,205636,427990,-98
172037,618022,172135,618117,-98
217693,614659,217791,614752,-98
30841,16258,30939,16352,-98
175472,360185,175570,360282,-98
135882,687952,135980,688047,-98
214294,409663,214391,409759,-97
19710,356027,19807,356123,-97
272577,35928,272674,36026,-97
159118,14687,159215,14779,-97
45298,185270,45395,185370,-97
266715,85736,266812,85833,-97
214297,91630,214393,91722,-96
214293,240917,214389,241016,-96
47493,187594,47589,187684,-96
47493,186951,47589,187041,-96
272582,379836,272678,379936,-96
22990,18755,23085,18856,-95
166491,44565,166586,44665,-95
214301,683497,214396,683588,-95
387,285010,482,285108,-95
272580,682310,272675,682402,-95
214298,35928,214393,36021,-95
214298,378120,214393,378213,-95
87761,425106,87856,425189,-95
118435,139672,118530,139764,-95
272580,685135,272675,685227,-95
272580,684394,272675,684486,-95
214298,191733,214393,191832,-95
1779,37365,1874,37459,-95
247937,404457,248031,404546,-94
272577,378120,272671,378217,-94
138155,611910,138249,612005,-94
43053,184680,43147,184774,-94
214299,616152,214393,616242,-94
272580,44571,272674,44668,-94
1774,91633,1868,91726,-94
49271,187919,49365,188009,-94
64260,397321,64354,397410,-94
266714,554897,266807,554996,-93
39264,186755,39357,186847,-93
217693,35934,217786,36026,-93
217690,616152,217783,616244,-93
217693,135258,217786,135350,-93
272581,135257,272674,135350,-93
217690,587290,217783,587381,-93
217693,44573,217786,44668,-93
135887,687504,135980,687596,-93
14214,302039,14307,302136,-93
217693,112712,217786,112804,-93
166494,191734,166587,191835,-93
126960,81472,127053,81554,-93
166494,616152,166586,616244,-92
214304,614659,214396,614748,-92
166494,91633,166586,91724,-92
211339,135257,211431,135350,-92
214304,37365,214396,37455,-92
211336,91633,211428,91724,-92
211336,120556,211428,120649,-92
1779,614659,1871,614748,-92
211341,614659,211433,614754,-92
272578,616152,272670,616244,-92
217689,682306,217781,682398,-92
1774,120556,1866,120649,-92
217689,683493,217781,683585,-92
121113,37357,121205,37449,-92
217689,684390,217781,684482,-92
217689,685131,217781,685223,-92
272582,112712,272674,112804,-92
211341,587293,211433,587387,-92
272578,120556,272670,120649,-92
17753,133791,17845,133880,-92
748858,70,748950,160,-92
166491,409664,166582,409759,-91
55570,616881,55661,616968,-91
214302,366341,214393,366430,-91
18365,8889,18456,8978,-91
214302,379834,214393,379926,-91
1777,616154,1868,616246,-91
180656,492337,180747,492431,-91
217693,120560,217783,120649,-90
272581,555523,272671,555615,-90
217693,366343,217783,366432,-90
64816,423378,64906,423456,-90
211341,35934,211431,36026,-90
711639,544904,711729,544993,-90
217693,91636,217783,91724,-90
217693,378126,217783,378215,-90
217693,379836,217783,379928,-90
166496,35932,166586,36023,-90
217693,191738,217783,191834,-90
205534,426097,205624,426188,-90
211341,379836,211431,379932,-90
217693,555524,217783,555613,-90
217693,566867,217783,566956,-90
808860,394384,808950,394471,-90
25908,329768,25998,329855,-90
217693,409672,217783,409767,-90
166496,378124,166586,378215,-90
149046,119945,149136,120037,-90
46772,186846,46862,186946,-90
205534,426933,205624,427030,-90
1777,44571,1866,44665,-89
211339,555523,211428,555613,-89
214304,135258,214393,135345,-89
211339,112609,211428,112700,-89
214304,120560,214393,120647,-89
214304,112610,214393,112699,-89
214052,119999,214141,120085,-89
800811,489564,800900,489652,-89
810449,402542,810538,402630,-89
1777,35932,1866,36023,-89
272582,587293,272671,587383,-89
1777,191736,1866,191834,-89
216485,613600,216574,613687,-89
272582,566867,272671,566958,-89
1777,378124,1866,378215,-89
272582,366343,272671,366434,-89
214304,587293,214393,587379,-89
166497,112609,166586,112700,-89
166497,135257,166586,135347,-89
214304,566867,214393,566954,-89
272577,240927,272666,241016,-89
174113,560619,174202,560700,-89
166497,555523,166586,555613,-89
166003,564099,166091,564184,-88
814995,397927,815083,398012,-88
166498,366343,166586,366432,-88
97968,119967,98056,120056,-88
211341,37365,211429,37456,-88
166498,379836,166586,379928,-88
121121,240932,121209,241019,-88
166498,566867,166586,566956,-88
159056,15183,159144,15265,-88
166498,587293,166586,587381,-88
121117,682306,121205,682394,-88
166496,682310,166584,682398,-88
166496,683497,166584,683585,-88
121117,685131,121205,685219,-88
166496,684394,166584,684482,-88
121117,684390,121205,684478,-88
121117,683493,121205,683581,-88
23094,18888,23182,18979,-88
166496,685135,166584,685223,-88
211341,566867,211428,566956,-87
174290,15293,174377,15379,-87
121118,616152,121205,616238,-87
211341,191738,211428,191834,-87
54266,11044,54353,11139,-87
166493,240926,166580,241016,-87
121118,587290,121205,587375,-87
211341,378126,211428,378215,-87
211341,366343,211428,366432,-87
34066,120593,34153,120681,-87
211336,240928,211423,241016,-87
147087,615271,147174,615353,-87
99704,423337,99791,423421,-87
31183,16258,31270,16343,-87
1779,135258,1866,135347,-87
1779,587293,1866,587381,-87
1779,379836,1866,379928,-87
213553,426903,213640,426983,-87
767463,7810,767550,7897,-87
816213,119958,816300,120046,-87
272582,37365,272669,37452,-87
1779,366343,1866,366432,-87
234862,423337,234949,423421,-87
1774,240928,1861,241016,-87
272580,409670,272667,409759,-87
1779,566867,1866,566956,-87
1779,555524,1866,555613,-87
272582,614659,272669,614745,-87
211341,616156,211428,616244,-87
1779,112610,1866,112700,-87
166721,24392,166807,24466,-86
211341,682312,211427,682398,-86
211341,683499,211427,683585,-86
211341,684396,211427,684482,-86
211341,685137,211427,685223,-86
808996,394492,809082,394575,-86
166498,37365,166584,37452,-86
1777,409670,1863,409759,-86
205538,429778,205624,429861,-86
205538,429444,205624,429530,-86
205538,425771,205624,425857,-86
159405,14695,159491,14784,-86
166498,614659,166584,614745,-86
393,139678,479,139759,-86
258277,188650,258362,188729,-85
217693,240932,217778,241016,-85
125808,81166,125893,81247,-85
768743,18080,768828,18158,-85
9959,37535,10044,37625,-85
600075,545595,600160,545678,-85
159414,14293,159499,14379,-85
121121,379836,121205,379923,-84
121121,366343,121205,366427,-84
159402,133780,159486,133862,-84
98336,14279,98420,14367,-84
159133,133780,159217,133864,-84
121121,35934,121205,36018,-84
154580,404474,154664,404555,-84
69301,561340,69385,561421,-84
161264,9946,161348,10030,-84
121121,44573,121205,44660,-84
816221,70321,816305,70402,-84
121121,191738,121205,191829,-84
121121,91636,121205,91718,-84
121121,409672,121205,409757,-84
121121,555524,121205,555608,-84
121121,378126,121205,378210,-84
121121,614659,121205,614741,-84
121121,112712,121205,112796,-84
211341,409672,211425,409759,-84
121121,135258,121205,135342,-84
121121,566867,121205,566951,-84
121121,120560,121205,120644,-84
64280,360356,64363,360429,-83
215975,615271,216058,615349,-83
152143,560633,152226,560714,-83
214052,587307,214135,587379,-83
214052,616170,214135,616242,-83
