5;86
36;1
19;2
10;39
7;15
1;248
4;103
6;27
2;157
3;136
13;119
12;43
11;33
68;2
56;497
9;26
57;406
58;58
14;208
55;165
59;59
52;1
8;17
47;1
46;4
41;6
15;2
38;8
34;6
44;3
37;21
33;16
