7;4
32;1
1;241
19;1
9;52
15;37
11;68
2;175
26;1
3;124
4;102
6;40
12;53
5;80
14;180
25;126
22;661
10;47
24;216
8;25
23;138
27;27
17;34
18;18
20;23
13;20
21;21
